iter	Passed	Remaining
666	13511	6745
667	13546	6732
668	13574	6716
669	13609	6703
670	13646	6691
671	13652	6663
672	13683	6648
673	13712	6632
674	13737	6614
675	13758	6594
676	13799	6583
677	13833	6570
678	13870	6557
679	13911	6546
680	13967	6543
681	14013	6534
682	14071	6530
683	14079	6504
684	14111	6489
685	14149	6476
686	14197	6468
687	14223	6450
688	14246	6430
689	14279	6415
690	14313	6400
691	14350	6387
692	14374	6368
693	14401	6349
694	14438	6336
695	14461	6316
696	14499	6303
697	14521	6283
698	14563	6271
699	14578	6247
700	14604	6229
701	14644	6216
702	14685	6204
703	14724	6191
704	14745	6170
705	14778	6154
706	14805	6135
707	14840	6120
708	14861	6099
709	14898	6085
710	14939	6072
711	14971	6055
712	15018	6045
713	15049	6028
714	15105	6021
715	15169	6017
716	15193	5996
717	15223	5978
718	15264	5965
719	15287	5945
720	15343	5937
721	15379	5921
722	15404	5901
723	15425	5880
724	15452	5861
725	15470	5838
726	15503	5821
727	15540	5806
728	15557	5783
729	15566	5757
730	15589	5736
731	15627	5721
732	15655	5702
733	15694	5687
734	15714	5665
735	15739	5645
736	15768	5626
737	15779	5601
738	15800	5580
739	15842	5566
740	15878	5549
741	15896	5527
742	15925	5508
743	15944	5486
744	15975	5467
745	16005	5449
746	16029	5428
747	16047	5406
748	16066	5384
749	16092	5364
750	16125	5346
751	16161	5329
752	16195	5312
753	16228	5294
754	16240	5270
755	16266	5249
756	16296	5231
757	16320	5210
758	16345	5190
759	16374	5170
760	16398	5150
761	16427	5130
762	16449	5109
763	16481	5091
764	16501	5068
765	16527	5048
766	16552	5028
767	16565	5004
768	16594	4984
769	16622	4965
770	16651	4945
771	16665	4922
772	16710	4907
773	16726	4883
774	16745	4861
775	16764	4839
776	16782	4816
777	16805	4795
778	16822	4772
779	16834	4748
780	16852	4725
781	16872	4703
782	16893	4681
783	16911	4659
784	16927	4636
785	16954	4616
786	16969	4592
787	16987	4570
788	17002	4546
789	17032	4527
790	17061	4508
791	17088	4487
792	17125	4470
793	17150	4449
794	17170	4427
795	17198	4407
796	17208	4383
797	17230	4361
798	17251	4339
799	17275	4318
800	17297	4297
801	17325	4277
802	17347	4255
803	17360	4232
804	17384	4211
805	17401	4188
806	17422	4166
807	17446	4145
808	17468	4124
809	17483	4101
810	17493	4076
811	17523	4057
812	17533	4032
813	17551	4010
814	17566	3987
815	17574	3962
816	17597	3941
817	17630	3922
818	17659	3902
819	17685	3882
820	17710	3861
821	17737	3841
822	17781	3824
823	17808	3803
824	17824	3780
825	17845	3759
826	17877	3739
827	17904	3719
828	17921	3696
829	17936	3673
830	17959	3652
831	17982	3630
832	18005	3609
833	18019	3586
834	18044	3565
835	18063	3543
836	18087	3522
837	18109	3500
838	18130	3479
839	18158	3458
840	18186	3438
841	18213	3417
842	18230	3395
843	18255	3374
844	18278	3352
845	18293	3330
846	18322	3309
847	18329	3285
848	18360	3265
849	18387	3244
850	18409	3223
851	18435	3202
852	18456	3180
853	18479	3159
854	18508	3138
855	18529	3117
856	18546	3094
857	18565	3072
858	18593	3052
859	18621	3031
860	18638	3009
861	18661	2987
862	18691	2967
863	18709	2945
864	18722	2922
865	18739	2899
866	18755	2877
867	18780	2855
868	18800	2834
869	18816	2811
870	18835	2789
871	18861	2768
872	18876	2746
873	18898	2724
874	18921	2703
875	18940	2681
876	18963	2659
877	18979	2637
878	18988	2613
879	19015	2593
880	19034	2571
881	19050	2548
882	19067	2526
883	19086	2504
884	19104	2482
885	19125	2460
886	19151	2439
887	19158	2416
888	19180	2394
889	19198	2372
890	19213	2350
891	19235	2328
892	19257	2307
893	19267	2284
894	19283	2262
895	19314	2241
896	19355	2222
897	19366	2199
898	19387	2178
899	19415	2157
900	19430	2134
901	19454	2113
902	19476	2092
903	19504	2071
904	19529	2050
905	19548	2028
906	19570	2006
907	19593	1985
908	19614	1963
909	19639	1942
910	19660	1920
911	19684	1899
912	19708	1878
913	19723	1855
914	19753	1834
915	19779	1813
916	19802	1792
917	19832	1771
918	19854	1749
919	19878	1728
920	19897	1706
921	19913	1684
922	19930	1662
923	19960	1641
924	19979	1619
925	20003	1598
926	20021	1576
927	20038	1554
928	20054	1532
929	20072	1510
930	20091	1489
931	20109	1467
932	20128	1445
933	20133	1422
934	20150	1400
935	20179	1379
936	20196	1357
937	20222	1336
938	20241	1314
939	20259	1293
940	20276	1271
941	20297	1249
942	20331	1228
943	20351	1207
944	20356	1184
945	20375	1163
946	20390	1141
947	20405	1119
948	20428	1097
949	20446	1076
950	20459	1054
951	20484	1032
952	20510	1011
953	20533	990
954	20557	968
955	20580	947
956	20594	925
957	20609	903
958	20632	882
959	20658	860
960	20676	839
961	20681	816
962	20692	795
963	20714	773
964	20732	751
965	20753	730
966	20762	708
967	20782	687
968	20806	665
969	20829	644
970	20856	622
971	20874	601
972	20896	579
973	20919	558
974	20936	536
975	20959	515
976	20981	493
977	20993	472
978	21010	450
979	21033	429
980	21054	407
981	21071	386
982	21095	364
983	21123	343
984	21146	322
985	21156	300
986	21179	278
987	21192	257
988	21205	235
989	21225	214
990	21246	192
991	21258	171
992	21274	149
993	21293	128
994	21321	107
995	21340	85
996	21360	64
997	21386	42
998	21413	21
999	21433	0
