iter	Passed	Remaining
484	62563	66433
485	62772	66388
486	62888	66245
487	63000	66099
488	63109	65949
489	63221	65802
490	63355	65677
491	63451	65515
492	63587	65393
493	63718	65266
494	63893	65183
495	64027	65060
496	64125	64899
497	64254	64770
498	64360	64618
499	64474	64474
500	64572	64314
501	64674	64158
502	64807	64034
503	65003	63972
504	65113	63823
505	65228	63682
506	65345	63541
507	65457	63396
508	65585	63266
509	65736	63158
510	65845	63010
511	65952	62860
512	66177	62823
513	66291	62680
514	66390	62523
515	66492	62369
516	66609	62228
517	66713	62077
518	66822	61930
519	66946	61796
520	67039	61634
521	67225	61559
522	67355	61431
523	67451	61272
524	67555	61121
525	67674	60983
526	67791	60845
527	67909	60707
528	68026	60568
529	68140	60426
530	68335	60356
531	68438	60205
532	68560	60070
533	68670	59926
534	68779	59780
535	68962	59698
536	69108	59585
537	69218	59440
538	69465	59412
539	69584	59276
540	69676	59115
541	69792	58976
542	69936	58860
543	70049	58718
544	70145	58561
545	70255	58417
546	70366	58274
547	70565	58203
548	70793	58156
549	70962	58060
550	71093	57932
551	71253	57829
552	71405	57718
553	71555	57605
554	72081	57795
555	72206	57661
556	72314	57514
557	72427	57370
558	72531	57220
559	72673	57100
560	72760	56937
561	72877	56797
562	72993	56657
563	73214	56598
564	73335	56462
565	73435	56308
566	73553	56170
567	73660	56023
568	73898	55975
569	74022	55841
570	74141	55703
571	74377	55653
572	74486	55507
573	74602	55366
574	74742	55244
575	74864	55108
576	74998	54981
577	75118	54844
578	75246	54712
579	75445	54632
580	75569	54498
581	75687	54359
582	75821	54232
583	75949	54100
584	76087	53976
585	76213	53843
586	76325	53700
587	76526	53620
588	76646	53483
589	76804	53372
590	76932	53241
591	77078	53122
592	77171	52966
593	77285	52824
594	77393	52679
595	77509	52539
596	77730	52471
597	77831	52321
598	77960	52190
599	78075	52050
600	78189	51909
601	78302	51768
602	78410	51623
603	78563	51508
604	78762	51423
605	78885	51288
606	78969	51128
607	79078	50985
608	79177	50835
609	79299	50699
610	79428	50569
611	79538	50426
612	79661	50291
613	79865	50208
614	79984	50071
615	80107	49937
616	80227	49801
617	80367	49677
618	80502	49550
619	80609	49405
620	80724	49266
621	80826	49119
622	81053	49048
623	81172	48911
624	81287	48772
625	81393	48627
626	81534	48504
627	81629	48353
628	81737	48210
629	81866	48080
630	81985	47943
631	82362	47957
632	82472	47815
633	82587	47676
634	82713	47544
635	82826	47403
636	82937	47262
637	83039	47116
638	83142	46970
639	83254	46830
640	83465	46746
641	83599	46617
642	83706	46474
643	83829	46340
644	83960	46210
645	84147	46111
646	84282	45984
647	84418	45857
648	84615	45762
649	84744	45631
650	84888	45508
651	84982	45358
652	85113	45228
653	85346	45152
654	85473	45020
655	85751	44967
656	85884	44837
657	86012	44705
658	86126	44565
659	86230	44421
660	86378	44299
661	86500	44164
662	86593	44015
663	86702	43873
664	86914	43783
665	87021	43641
666	87133	43501
667	87246	43361
668	87369	43227
669	87469	43082
670	87597	42950
671	87714	42813
672	87820	42670
673	88059	42592
674	88198	42465
675	88305	42323
676	88409	42180
677	88541	42050
678	88678	41922
679	88803	41790
680	88935	41660
681	89110	41550
682	89279	41437
683	89379	41292
684	89492	41153
685	89612	41017
686	89726	40879
687	89820	40732
688	89920	40588
689	90014	40441
690	90152	40314
691	90563	40308
692	90674	40168
693	90779	40026
694	90894	39889
695	91027	39759
696	91145	39622
697	91259	39484
698	91366	39343
699	91484	39207
700	91691	39109
701	91805	38971
702	91902	38826
703	92039	38698
704	92157	38562
705	92253	38417
706	92375	38283
707	92503	38151
708	92622	38015
709	92847	37923
710	92974	37791
711	93079	37650
712	93205	37517
713	93324	37381
714	93424	37239
715	93535	37100
716	93635	36957
717	93723	36810
718	93930	36710
719	94042	36572
720	94188	36447
721	94298	36308
722	94448	36185
723	94654	36083
724	94773	35948
725	94881	35809
726	95114	35716
727	95218	35576
728	95312	35431
729	95413	35289
730	95536	35156
731	95668	35026
732	95779	34888
733	95880	34746
734	95992	34609
735	96233	34518
736	96354	34384
737	96466	34246
738	96605	34119
739	96743	33991
740	96871	33859
741	96976	33719
742	97074	33577
743	97197	33444
744	97419	33344
745	97530	33207
746	97641	33069
747	97770	32938
748	97903	32808
749	98031	32677
750	98121	32532
751	98240	32398
752	98358	32263
753	98788	32230
754	98891	32090
755	99012	31956
756	99118	31817
757	99225	31678
758	99336	31541
759	99459	31408
760	99582	31274
761	99691	31137
762	99942	31043
763	100032	30900
764	100165	30769
765	100269	30630
766	100409	30502
767	100541	30371
768	100645	30232
769	100776	30102
770	101058	30016
771	101225	29895
772	101367	29767
773	101497	29636
774	101676	29519
775	101838	29396
776	101974	29266
777	102238	29173
778	102467	29069
779	102711	28969
780	103141	28921
781	103631	28889
782	104132	28859
783	104667	28836
784	105124	28792
785	105739	28789
786	106269	28761
787	107088	28810
788	107662	28791
789	108313	28792
790	108917	28778
791	109631	28792
792	110250	28779
793	110949	28785
794	111587	28774
795	112283	28776
796	112972	28774
797	113651	28769
798	114421	28784
799	115056	28764
800	115799	28769
801	116422	28742
802	117141	28738
803	117908	28743
804	118533	28713
805	119178	28685
806	119790	28648
807	120552	28646
808	121179	28609
809	121996	28616
810	122683	28590
811	123312	28550
812	124023	28526
813	124668	28486
814	125379	28460
815	126013	28414
816	126701	28379
817	127440	28354
818	128073	28304
819	128872	28289
820	129476	28229
821	130151	28183
822	130774	28125
823	131456	28078
824	132033	28007
825	132803	27975
826	133520	27931
827	134196	27876
828	134920	27830
829	135574	27768
830	136435	27746
831	137062	27676
832	137760	27618
833	138474	27562
834	139152	27497
835	139838	27432
836	140434	27348
837	141170	27290
838	141940	27237
839	142584	27159
840	143500	27130
841	144129	27045
842	144808	26969
843	145437	26881
844	146128	26804
845	146780	26718
846	147525	26648
847	147960	26521
848	148369	26388
849	148596	26222
850	148737	26042
851	148860	25858
852	148971	25672
853	149305	25525
854	149451	25345
855	149587	25164
856	149722	24982
857	149870	24803
858	150038	24627
859	150156	24444
860	150294	24263
861	150763	24136
862	150889	23953
863	151013	23770
864	151146	23589
865	151305	23412
866	151555	23248
867	151810	23086
868	151960	22907
869	152064	22722
870	152214	22543
871	152323	22359
872	152548	22192
873	152915	22045
874	153662	21951
875	154277	21838
876	154918	21727
877	155609	21622
878	156237	21507
879	156961	21403
880	157574	21284
881	158455	21199
882	159101	21081
883	159832	20973
884	160604	20869
885	161203	20741
886	161906	20626
887	162566	20503
888	163264	20385
889	163902	20257
890	164790	20159
891	165490	20036
892	166102	19902
893	166855	19783
894	167480	19648
895	168185	19521
896	168813	19384
897	169562	19259
898	170189	19120
899	170907	18989
900	171768	18873
901	172383	18729
902	173048	18588
903	173658	18441
904	174412	18308
905	175036	18160
906	175773	18023
907	176440	17877
908	177135	17733
909	178077	17612
910	178838	17471
911	179520	17322
912	180138	17165
913	180865	17018
914	181496	16860
915	182238	16711
916	182955	16559
917	183608	16400
918	184312	16245
919	184927	16080
920	185799	15937
921	186429	15771
922	187192	15616
923	187859	15451
924	188533	15286
925	189216	15120
926	189838	14949
927	190589	14787
928	191322	14622
929	192211	14467
930	192953	14300
931	193597	14125
932	194369	13957
933	194993	13779
934	195696	13604
935	196349	13425
936	197033	13247
937	197663	13065
938	198415	12889
939	199298	12721
940	200003	12540
941	200713	12358
942	201385	12172
943	202143	11991
944	202771	11801
945	203442	11613
946	204190	11427
947	204819	11234
948	205655	11052
949	206287	10857
950	206999	10665
951	207617	10468
952	208340	10274
953	209070	10080
954	209694	9880
955	210433	9685
956	211040	9482
957	211928	9291
958	212532	9086
959	213245	8885
960	213922	8681
961	214635	8478
962	215376	8275
963	216030	8067
964	216740	7861
965	217420	7652
966	218307	7449
967	218941	7237
968	219663	7027
969	220460	6818
970	221092	6603
971	221798	6389
972	222438	6172
973	223216	5958
974	223834	5739
975	224711	5525
976	225464	5307
977	226092	5085
978	226831	4865
979	227433	4641
980	228162	4419
981	228812	4194
982	229550	3969
983	230178	3742
984	231062	3518
985	231817	3291
986	232410	3061
987	233134	2831
988	233787	2600
989	234520	2368
990	235205	2136
991	235932	1902
992	236859	1669
993	237500	1433
994	238264	1197
995	238921	959
996	239713	721
997	240325	481
998	241064	241
999	241783	0
