iter	Accuracy	Logloss
879	0.9977553311	0.04874353448
880	0.9977553311	0.04865782168
881	0.9977553311	0.0486044846
882	0.9977553311	0.04847976197
883	0.9977553311	0.04847226329
884	0.9977553311	0.04846295273
885	0.9977553311	0.04843076571
886	0.9977553311	0.04837751085
887	0.9977553311	0.04835344265
888	0.9977553311	0.04832842273
889	0.9977553311	0.04824489947
890	0.9977553311	0.04810616145
891	0.9977553311	0.04801135891
892	0.9977553311	0.04796617874
893	0.9977553311	0.04795864008
894	0.9977553311	0.04790341373
895	0.9977553311	0.04787921037
896	0.9977553311	0.04780156148
897	0.9977553311	0.04777465679
898	0.9977553311	0.04762579039
899	0.9977553311	0.04758791609
900	0.9977553311	0.04757269086
901	0.9977553311	0.04744023224
902	0.9977553311	0.04737094244
903	0.9977553311	0.04721393654
904	0.9977553311	0.04714292615
905	0.9977553311	0.04694298591
906	0.9977553311	0.04682596382
907	0.9977553311	0.0467800067
908	0.9977553311	0.04674649657
909	0.9977553311	0.0467251525
910	0.9977553311	0.04671049192
911	0.9977553311	0.04669310425
912	0.9977553311	0.04663297223
913	0.9977553311	0.04650094869
914	0.9977553311	0.04643570006
915	0.9977553311	0.04638033734
916	0.9977553311	0.04633411456
917	0.9977553311	0.04627517278
918	0.9977553311	0.04611453283
919	0.9977553311	0.04601281849
920	0.9977553311	0.04595600559
921	0.9977553311	0.04583363607
922	0.9977553311	0.04576456574
923	0.9977553311	0.04574066345
924	0.9977553311	0.04568109451
925	0.9977553311	0.04562125214
926	0.9977553311	0.04560800042
927	0.9977553311	0.04546502083
928	0.9977553311	0.04536629186
929	0.9977553311	0.04508087567
930	0.9977553311	0.04507689447
931	0.9977553311	0.04489727234
932	0.9977553311	0.04487706467
933	0.9977553311	0.04487075798
934	0.9977553311	0.04483266528
935	0.9977553311	0.04473104384
936	0.9977553311	0.04465599813
937	0.9977553311	0.04462085936
938	0.9977553311	0.04456365524
939	0.9977553311	0.04455700696
940	0.9977553311	0.04444256582
941	0.9977553311	0.04441396367
942	0.9977553311	0.04426401581
943	0.9977553311	0.04412604726
944	0.9977553311	0.04408210584
945	0.9977553311	0.04401505773
946	0.9977553311	0.04399554548
947	0.9977553311	0.04391229397
948	0.9977553311	0.04383689561
949	0.9977553311	0.04373221786
950	0.9977553311	0.04371776835
951	0.9977553311	0.04366982762
952	0.9977553311	0.04354717738
953	0.9977553311	0.04353387443
954	0.9977553311	0.04340359151
955	0.9977553311	0.04334856769
956	0.9988776655	0.04324897661
957	0.9988776655	0.04323646005
958	0.9988776655	0.04311866333
959	0.9988776655	0.04264697161
960	0.9988776655	0.04257578119
961	0.9988776655	0.04257384027
962	0.9988776655	0.04250797854
963	0.9988776655	0.04250048325
964	0.9988776655	0.0424840818
965	0.9988776655	0.04241781451
966	0.9988776655	0.04238049815
967	0.9988776655	0.04230450967
968	0.9988776655	0.04221823482
969	0.9988776655	0.04220578013
970	0.9988776655	0.04203512057
971	0.9988776655	0.041923162
972	0.9988776655	0.04187655722
973	0.9988776655	0.04186317352
974	0.9988776655	0.04177970052
975	0.9988776655	0.04175566176
976	0.9988776655	0.04173030089
977	0.9988776655	0.0416815011
978	0.9988776655	0.04151237687
979	0.9988776655	0.04144072987
980	0.9988776655	0.04142226585
981	0.9988776655	0.04127267375
982	0.9988776655	0.04124616388
983	0.9988776655	0.04113244004
984	0.9988776655	0.04101139115
985	0.9988776655	0.04099786071
986	0.9988776655	0.04098449376
987	0.9988776655	0.04093708856
988	0.9988776655	0.04091642615
989	0.9988776655	0.04085173183
990	0.9988776655	0.04082935108
991	0.9988776655	0.04076933035
992	0.9988776655	0.04069254804
993	0.9988776655	0.04066655106
994	0.9988776655	0.04059090874
995	0.9988776655	0.04058268493
996	0.9988776655	0.04049808404
997	0.9988776655	0.04048516238
998	0.9988776655	0.04047608615
999	0.9988776655	0.04040520137
